key	text	tooltip
unit_abilities_onscreen_name_wh_dlc05_spell_life_regrowth_upgraded	Regrowth Upgraded	true
unit_abilities_onscreen_name_wh2_main_unit_passive_too_horrible_to_die	Too Horrible to Die	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_drunken_bravado	Drunken Bravado	true
unit_abilities_tooltip_text_wh_main_item_abilities_channelling_staff	A staff of pure silver etched with all eight runes from the magic wheel. Such an item can only enhance a Wizard's ability to channel.	true
unit_abilities_tooltip_text_wh_main_character_abilities_deadly_onslaught	Such is the power and ferocity of the champion, that those who stand in his way will falter against the warrior's impact. 	true
unit_abilities_tooltip_text_wh2_main_spell_dark_magic_bladewind_upgraded	A swirling maelstrom of swords spin and slash their way across the battlefield in search of blood.	true
unit_abilities_onscreen_name_wh2_dlc11_army_abilities_rod_of_the_storm	Rod of the Storm	true
unit_abilities_tooltip_text_wh2_dlc15_weapon_passive_slaggas_slashas	Slagga’s crude twin blades don’t just enable Azhag to enthusiastically slash up anyone who gets close, but also motivate da boyz to follow suit.	true
unit_abilities_onscreen_name_wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	Djaf's Incantation of Cursed Blades	true
unit_abilities_tooltip_text_wh_main_spell_light_bironas_timewarp	The Wizard infuses his allies with Light Magic, freeing them from the passage of time and speeding up their actions.	true
unit_abilities_tooltip_text_wh2_dlc15_character_abilities_goggly_glare	Some forms of magical intoxication can cause a mere glare to become more than just a hateful glance across the battlefield.	true
unit_abilities_onscreen_name_wh_main_spell_metal_glittering_robe_upgraded	Glittering Robe Upgraded	true
unit_abilities_onscreen_name_wh_main_spell_metal_gehennas_golden_hounds_upgraded	Gehenna's Golden Hounds Upgraded	true
unit_abilities_tooltip_text_wh_dlc04_spell_vampires_invocation_of_nehek_helman	The caster intones the dread syllables once uttered by Nagash, restoring friendly targets.	true
unit_abilities_onscreen_name_wh2_dlc17_rune_abilities_rune_of_slowness	Rune of Slowness	true
unit_abilities_onscreen_name_wh2_main_spell_plague_plague	Plague	true
unit_abilities_onscreen_name_wh2_dlc11_spell_deep_spiteful_shot_upgraded	Spiteful Shot Upgraded	true
unit_abilities_onscreen_name_wh2_main_unit_passive_bloodshield_of_khaine	Bloodshield of Khaine	true
unit_abilities_onscreen_name_wh_pro04_unit_passive_wildfire_aura	The Wildfire Aura	true
unit_abilities_tooltip_text_wh_dlc07_hero_abilities_dolorous_blade	Glowing with an uncanny light, each stroke of this sword effortlessly carves the foe clean through.	true
unit_abilities_onscreen_name_wh2_main_weapon_abilities_bow_of_the_seafarer	Bow of the Seafarer	true
unit_abilities_tooltip_text_wh2_dlc17_character_abilities_hunter_of_champions_upgraded	Cursed to wander the length and breadth of the world, his never-ending quest to challenge and best the most gifted warriors.	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_claws_of_mourkain	Claws of Mourkain	true
unit_abilities_onscreen_name_wh2_dlc13_lord_abilities_miasma_of_despair	Miasma of Despair	true
unit_abilities_onscreen_name_wh2_dlc13_final_battle_character_abilities_jorek_ammo_replenishment	Fully-Stocked	true
unit_abilities_onscreen_name_wh2_dlc11_spell_bound_wind_blast	Wind Blast	true
unit_abilities_onscreen_name_wh_main_item_abilities_cloak_of_mists_and_shadows	Cloak of Mists & Shadows	true
unit_abilities_onscreen_name_wh2_main_hero_abilities_doomrocket	Doomrocket	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_banner_of_avelorn	Banner of Avelorn	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_tzarkan_spite	Tz’arkan’s dark influence waxes and wanes, but when Malus relinquishes control entirely, the Daemon’s supernatural strength is unleashed upon the world.	true
unit_abilities_tooltip_text_wh2_main_unit_abilities_moon_dragons_breath	No one wants to be on the receiving end of these Dragons' fiery breath attack, which surpasses that of their younger kin in both might and enlightenment.	true
unit_abilities_onscreen_name_wh_dlc03_hero_passive_strength_of_the_land_iii	Strength of the Land	true
unit_abilities_tooltip_text_wh_main_mount_abilities_locus_of_hysh	As Hysh gathers and swirls around the Luminark, it creates a becalming eddy that other magical winds struggle to penetrate.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_tzarkan	Tz’arkan’s dark influence waxes and wanes, but when Malus relinquishes control entirely the Daemon’s supernatural strength is unleashed upon the world.	true
unit_abilities_tooltip_text_wh2_dlc16_unit_passive_unbinding_rat_ogres	Summoned creatures exist in this world on borrowed time, eventually disappearing back to the Winds from whence they came.	true
unit_abilities_onscreen_name_wh_dlc03_character_abilities_call_of_violence	Call of Violence	true
unit_abilities_tooltip_text_wh2_dlc10_unit_passive_the_trial_of_blades	The laughing warrior-women dance into battle, spinning their blades with a ferocious grace.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_mimic_realm_of_souls_2	Mirror (Realm of Souls Tier 2)	true
unit_abilities_tooltip_text_wh_main_item_abilities_scroll_of_shielding	Upon the Scroll of Shielding is a crude drawing of a warrior's shield displaying an unknown crest of a kingdom long lost. 	true
unit_abilities_onscreen_name_wh2_dlc16_character_passive_cluster_of_radiants	Cluster of Radiants	true
unit_abilities_tooltip_text_wh_main_hero_abilities_faiths_bastion	A quick invocation of protection to Sigmar or Ulric will bless the implorer with a shield of godly faith, should they prove worthy. 	true
unit_abilities_tooltip_text_wh_dlc07_lord_abilities_favour_of_the_fay	"I didn't know how empty was my soul... until it was filled."	true
unit_abilities_tooltip_text_wh2_dlc11_spell_bound_wind_blast	The Astromancer seizes the Winds on the battlefield, directing them against the foe to batter targets with unhallowed gales.	true
unit_abilities_onscreen_name_wh_dlc05_unit_abilities_storm_of_blades	Storm of Blades	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_wind_trap_3a	placeholder	true
unit_abilities_tooltip_text_wh_main_unit_abilities_gyrocopter_bomb	As the Gyrocopters speed over the heads of the enemy, their pilots release wing-mounted bombs onto targets below. A click on this button instantly releases one bomb per Gyrocopter.	true
unit_abilities_onscreen_name_wh2_dlc13_item_passive_band_of_loyalty	Band of Loyalty	true
unit_abilities_onscreen_name_wh2_main_spell_plague_pestilent_breath_upgraded	Pestilent Breath Upgraded	true
unit_abilities_tooltip_text_wh2_dlc12_unit_passive_endless_drum	Due to the technological advances in Ikit's Forbidden Workshop, this ammunition can never be exhausted!	true
unit_abilities_onscreen_name_wh2_main_item_abilities_blood_statuette_of_spite	Blood Statuette of Spite	true
unit_abilities_tooltip_text_wh2_dlc10_item_bound_blast	This scroll has a bound spell that, when read, will unleash a sharp blast of arcane light.	true
unit_abilities_tooltip_text_wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	Shadows solidify around the wearer's body, protecting them from harm while simultaneously making them difficult to see, and therefore incapacitate.	true
unit_abilities_onscreen_name_wh_main_spell_vampires_wind_of_death	Wind of Death	true
unit_abilities_onscreen_name_wh2_dlc14_spell_ruin_flensing_ruin	Flensing Ruin	true
unit_abilities_onscreen_name_wh2_dlc13_character_ability_ishas_rain	Isha's Rain	true
unit_abilities_tooltip_text_wh_pro02_item_abilities_blood_chalice_of_bathori	The life essence of many wretched, innocent smallfolk ensures that those who drink from this cursed cup thrive with newfound power.	true
unit_abilities_onscreen_name_wh2_dlc15_lord_abilities_smash_em_faster	Smash 'Em Faster	true
unit_abilities_onscreen_name_wh2_dlc14_lord_abilities_the_daemons_curse	The Daemon's Curse	true
unit_abilities_onscreen_name_wh_main_item_abilities_potion_of_strength	Potion of Strength	true
unit_abilities_onscreen_name_wh_main_rune_abilities_rune_of_stoicism	Rune of Stoicism	true
unit_abilities_onscreen_name_wh2_main_item_abilities_rival_hide_talisman	Rival Hide Talisman	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_filth_mace	Filth Mace	true
unit_abilities_onscreen_name_wh_main_spell_light_banishment	Banishment	true
unit_abilities_onscreen_name_wh2_dlc15_character_abilities_burp_of_grom_2	Burp of Grom	true
unit_abilities_onscreen_name_wh2_main_item_abilities_plaque_of_dominion	Plaque of Dominion	true
unit_abilities_onscreen_name_wh2_dlc16_item_abilities_twilight_horn_ii	Twilight Horn II	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_scurry_away_improved	Scurry Away!	true
unit_abilities_tooltip_text_wh_main_lore_passive_sneaky_stealin	Goblin Shamans are sneaky and will steal away the power from the enemy Wizard, cackling maniacally while doing so!	true
unit_abilities_onscreen_name_wh2_dlc10_unit_passive_the_trial_of_blades	The Trial of Blades	true
unit_abilities_onscreen_name_wh2_dlc09_quest_passive_full_hide	Full Hide	true
unit_abilities_onscreen_name_wh2_dlc12_unit_passive_demagoguery	Rabble-Rouse	true
unit_abilities_tooltip_text_wh2_dlc16_unit_abilities_fluid_injection	The mutated, stitched nightmare roars in pain as a surge of specially concocted Growth Juice courses through its foul body. 	true
unit_abilities_onscreen_name_wh_pro01_item_passive_rune_helm_of_zhufbar	Rune Helm of Zhufbar	true
unit_abilities_tooltip_text_wh2_dlc13_unit_passive_dread_aversion	When you're up to your neck in corpses - and perhaps not all of them are properly dead - it's useful to be able to suppress your natural feelings of fear and dread.	true
unit_abilities_tooltip_text_wh2_dlc15_weapon_abilities_axe_of_grom	Grom’s axe doubles as a can-opener of sorts, prying open a foe’s armour to make mince meat of 'em!	true
unit_abilities_tooltip_text_wh_dlc04_unit_passive_vigour_mortis	The Corpse Cart hardens shattered spirits and emboldens tattered bodies to ever greater acts of violence.	true
unit_abilities_onscreen_name_wh2_dlc09_army_abilities_tomb_swarm	Tomb Swarm	true
unit_abilities_onscreen_name_wh_main_spell_big_waaagh_foot_of_gork_upgraded	Foot of Gork Upgraded	true
unit_abilities_onscreen_name_wh2_main_item_abilities_amulet_of_itzl	Amulet of Itzl	true
unit_abilities_onscreen_name_wh_main_spell_death_doom_and_darkness	Doom & Darkness	true
unit_abilities_onscreen_name_wh_dlc04_spell_death_spirit_leech_strigoi	Spirit Leech	true
unit_abilities_tooltip_text_wh_main_character_passive_benediction	The Warrior Priest passes the blessings of the Heldenhammer to the brave men around him.	true
unit_abilities_onscreen_name_wh_dlc05_weapon_abilities_el_syf	El Syf	true
unit_abilities_tooltip_text_wh_dlc01_weapon_passive_auric_armour	The Auric Armour is a sculpted suit forged from ensorcelled gold. Tendrils of dark energy caress the skin of the wearer, closing his wounds with a tender touch.  	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_ironbeards_ring	Ironbeard's Ring	true
unit_abilities_tooltip_text_wh2_dlc17_lord_passive_distorted_reality	A palpable miasma of fell sorcery surrounds the Bray-Shaman, distorting and maiming reality.	true
unit_abilities_tooltip_text_wh2_dlc09_faction_passive_realm_of_souls_tier_3	The Liche Priests use the very breath of Nehekhara’s gods to reach into the Realm of Souls, retrieving the spirits of dead soldiers for binding and eternal service to their Tomb King’s will.	true
unit_abilities_tooltip_text_wh2_dlc17_rune_abilities_rune_of_breaking	Runesmiths take particular delight in the sound of the inferior works of other races breaking like icicles beneath a hammer blow.	true
unit_abilities_tooltip_text_wh2_main_spell_bound_whip_of_agony	As the caster utters a forbidden name, her enemies are wracked with waves of misery.	true
unit_abilities_tooltip_text_wh2_dlc17_rune_abilities_master_rune_of_immolation	Invoked only in desperate circumstances, this rune has been devised to keep prized war machines from falling into enemy hands.	true
unit_abilities_tooltip_text_wh_main_item_abilities_opal_amulet	The Opal Amulet can grant its wearer a life-saving second chance, but suffers a hairline fracture in its previously perfect surface as a result.   	true
unit_abilities_onscreen_name_wh2_main_item_abilities_the_liber_bubonicus	The Liber Bubonicus	true
unit_abilities_tooltip_text_wh_main_lord_passive_high_king	The High King is the embodiment of the Karaz Ankor. Should he be wounded or even fall then the Dwarfs will rise in a vengeful rage!	true
unit_abilities_tooltip_text_wh2_main_banner_passive_battle_banner	This heavily-woven banner is embroidered with detailed scenes of Elven victories and shines with the light of a thousand gems.	true
unit_abilities_onscreen_name_wh_dlc03_unit_passive_primal_fury	Primal Fury	true
unit_abilities_tooltip_text_wh_dlc03_hero_passive_unholy_power	Malagor has a dread agenda given unto him by the Dark Gods themselves. 	true
unit_abilities_onscreen_name_wh_dlc06_rune_passive_rune_of_hearth_and_home	Rune of Hearth & Home	true
unit_abilities_tooltip_text_wh2_dlc15_lord_abilities_youre_next	Grimgor’s reputation is one that induces paralysing fear, especially in enemies who find out they have his unwanted attentions on the battlefield!	true
unit_abilities_tooltip_text_wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	With a poisoned sword in both hands and his own tail, few warriors can survive long against the Deathmaster.	true
unit_abilities_onscreen_name_wh_dlc07_hero_passive_precise_control	Precise Control	true
unit_abilities_onscreen_name_wh_main_item_abilities_sceptre_of_stability	Sceptre of Stability	true
unit_abilities_tooltip_text_wh_dlc05_weapon_abilities_daiths_sword	This blade, like Durthu himself, is steeped in millennia of bitterness and rage waiting to be unleashed.	true
unit_abilities_onscreen_name_wh2_twa03_item_passive_beast_armour_of_karond_kar	Beast Armour of Karond Kar	true
unit_abilities_onscreen_name_wh2_main_unit_passive_martial_mastery	Martial Mastery	true
unit_abilities_tooltip_text_wh_dlc05_spell_life_awakening_of_the_wood	Trees live for thousands of years and have very long memories. When called to fight, centuries of pent-up wrath are unleashed.	true
unit_abilities_tooltip_text_wh_dlc08_spell_bound_death_doom_and_darkness	Spirits of the departed assail the Wizard’s foes, sapping their resolve and causing dread among their numbers.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_feral_cold_ones	Wild and untamed, these frightening, aggressive beasts make perfect mounts for those Lizardmen with the skill to ride them.	true
unit_abilities_tooltip_text_wh_dlc08_quest_passive_frost_aura	This icy blast freezes and slows the foe, its withering cold hampering their attacks.	true
unit_abilities_onscreen_name_wh2_main_army_abilities_sky_cauldron	Sky Cauldron	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_the_withering_upgraded	The Wizard destroys the foe from within, corroding their minds with doubt and crisis.	true
unit_abilities_tooltip_text_wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	The Curse of the Horned Rat is the dreaded 13th spell - the fabric of reality is torn and the Horned One’s children spill forth!	true
unit_abilities_onscreen_name_wh_pro03_lord_abilities_lord_of_undeath	Lord of Undeath	true
unit_abilities_tooltip_text_wh_dlc06_quest_passive_squigs_go_boom	Not all Squigs have lasting usefulness. Some have a more fleeting... 'percussive' utility.	true
unit_abilities_tooltip_text_wh2_dlc10_spell_bound_word_of_pain	As the caster utters a forbidden name, their enemies are wracked with waves of agony.	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_unbinding_dryads	Unbinding	true
unit_abilities_tooltip_text_wh_dlc03_character_abilities_foe_seeker	The Cloven Ones are compelled to seek out ever-greater enemies, whose bodies shall be riven in twain.	true
unit_abilities_tooltip_text_wh_main_spell_death_spirit_leech_upgraded	The Wizard extends an ebon hand towards the chosen foe, leeching its spirit through tainted sorcery.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_nightgoblin_poison	Night Goblin Poison	true
unit_abilities_onscreen_name_wh2_dlc16_hero_abilities_tide_of_pox	Tide of Pox	true
unit_abilities_tooltip_text_wh_dlc03_character_abilities_call_of_violence	"We feel it. We all feel it. The pull to war. The tug of battle. The NEED to kill."	true
unit_abilities_onscreen_name_wh2_main_unit_passive_unbinding_plague_monks	Unbinding	true
unit_abilities_tooltip_text_wh_dlc04_spell_bound_net_of_amyntok	The Wizard casts an arcane net, created to hold the Great Deceiver himself. Any caught in its strands will struggle to act.	true
unit_abilities_tooltip_text_wh2_dlc16_army_abilities_call_to_ceithin_har	The Sisters’ mighty Forest Dragon thinks nothing of hurling himself into the thick of the fray on their slightest word!	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_padded_shield	"These shields are well ‘eavy! Da moment fings get ‘airy, I’s droppin’ it!"	true
unit_abilities_tooltip_text_wh_dlc03_unit_abilities_slaughterers_call	The Minotaur Lord's blood-lust is infectious - his followers revel in the murder and gore! 	true
unit_abilities_onscreen_name_wh2_main_spell_high_magic_tempest	Tempest	true
unit_abilities_onscreen_name_wh_dlc01_banner_passive_blasted_standard	Blasted Standard	true
unit_abilities_tooltip_text_wh2_dlc16_unit_passive_scurry_away_improved	"He who runs away lives to fight another day!" – so the foul, craven adage goes.	true
unit_abilities_tooltip_text_wh_main_item_abilities_sceptre_of_stability	The sceptre is an anti-magic totem, vanquishing spellcraft that gets too close to its wielder. 	true
unit_abilities_tooltip_text_wh2_dlc16_character_abilities_befuddlement_of_mischiefs	The staring eyes and tattered wings of tiny, glowing Elves befuddle enemy minds, sending them into a sleep-like trance.	true
unit_abilities_tooltip_text_wh2_main_unit_passive_unbinding_great_eagle	Summoned creatures exist in this world on borrowed time, disappearing back to the Winds from whence they came.	true
unit_abilities_tooltip_text_wh2_dlc15_quest_passive_blood_frenzy	The smell and taste of blood intensifies the rage of most wild creatures – especially Dragons!	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_ghal_maraz	Ghal Maraz	true
unit_abilities_onscreen_name_wh2_main_character_abilities_assassins_trophy	Assassin's Trophy	true
unit_abilities_onscreen_name_wh2_main_lord_abilities_trophy_heads	Trophy Heads	true
unit_abilities_onscreen_name_wh_main_spell_fire_flame_storm_upgraded	Flame Storm Upgraded	true
unit_abilities_onscreen_name_wh_dlc01_weapon_passive_auric_armour	Auric Armour	true
unit_abilities_tooltip_text_wh2_dlc14_unit_abilities_doppelgang	Now you see them, now you don’t… and now you’re seeing double.	true
unit_abilities_tooltip_text_wh_main_spell_lil_waaagh_night_shroud	The Shaman throws a black-capped nightshade mushroom into the air, which bursts into a cloud of murky darkness.	true
unit_abilities_onscreen_name_wh_dlc05_quest_passive_corruptor_of_the_shadowgave	Corruptor of the Shadowgave	true
unit_abilities_tooltip_text_wh2_dlc11_army_abilities_rod_of_the_storm	The spellcaster calls down a mighty ball of lightning and hurls it - should the foe be struck they will surely be shattered!	true
unit_abilities_tooltip_text_wh_main_character_abilities_waaagh	The Warboss lifts his head and unleashes a mighty "WAAAGH!" – the boyz echo this terrifying roar as the entire Greenskin horde surges towards the enemy!	true
unit_abilities_onscreen_name_wh2_dlc17_army_abilities_soteks_sanctum	Sotek's Sanctum	true
unit_abilities_onscreen_name_wh_dlc04_unit_passive_blasphemous_tome	Blasphemous Tome	true
unit_abilities_tooltip_text_wh_dlc07_unit_formation_diamond	Unit forms into a diamond shape for immense penetration when charging, but very slow movement speed.	true
unit_abilities_onscreen_name_wh_main_item_abilities_potion_of_speed	Potion of Speed	true
unit_abilities_tooltip_text_wh_dlc08_hero_passive_twisted_flesh_i	The raw, corrupted hide of the Skin Wolf, scarred from its many spontaneous transmogrifications, forms a protective, armour-like layer.	true
unit_abilities_onscreen_name_wh2_main_army_abilities_feral_cold_ones_qb_scripted	Feral Cold Ones	true
unit_abilities_onscreen_name_wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin	Master Rune of Wrath & Ruin	true
unit_abilities_onscreen_name_wh_dlc08_unit_passive_favour_of_the_ruinous_powers	Favour of the Ruinous Powers	true
unit_abilities_tooltip_text_wh2_main_item_abilities_worlds_edge_armour	Many suits of Dwarfen Gromril have fallen into the clutches of the Skaven. Then they are remade to the ratmen’s liking.	true
unit_abilities_onscreen_name_wh2_main_item_passive_the_book_of_the_phoenix	The Book of the Phoenix	true
unit_abilities_onscreen_name_wh_main_lord_passive_the_ladys_champion	The Lady's Champion	true
unit_abilities_tooltip_text_wh2_dlc17_lord_abilities_brass_body	Invoking the Dark Masters who endowed his gift, Taurox’s brazen skin temporarily hardens even further to an impossible rigidity.	true
unit_abilities_tooltip_text_wh_dlc04_item_abilities_the_carstein_ring	An ancestral ring, set with a gem of deep, sanguine claret, that has granted the von Carsteins everlasting Undeath.	true
unit_abilities_tooltip_text_wh2_main_mount_bound_pestilent_breath	The swinging of the Great Censer sends a fuming fog of corruption billowing over nearby foes.	true
unit_abilities_tooltip_text_wh2_dlc17_hero_abilities_more_powder_generic	Arrows, cannonballs and more esoteric munitions are needed in endless supply on the battlefield.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	Rubble & Ruin II	true
unit_abilities_onscreen_name_wh2_dlc09_item_abilities_cloak_of_the_dunes	Cloak of the Dunes	true
unit_abilities_tooltip_text_wh_main_weapon_passive_warrior_bane	This unsettling weapon spreads a curse on all around, disabusing enemy Warriors of their martial skills. 	true
unit_abilities_onscreen_name_wh2_dlc10_spell_bound_soul_stealer	Soul Stealer	true
unit_abilities_onscreen_name_wh_main_spell_big_waaagh_ere_we_go	'Ere We Go	true
unit_abilities_onscreen_name_wh_main_spell_death_spirit_leech_upgraded	Spirit Leech Upgraded	true
unit_abilities_onscreen_name_wh_main_item_abilities_scroll_of_shielding	Scroll of Shielding	true
unit_abilities_tooltip_text_wh2_dlc09_item_passive_scorpion_armour	These ornate armour plates are decorated with the likeness of the Scorpion God; his protective energies pervade the very metal used, offering additional protection to the wearer.	true
unit_abilities_tooltip_text_wh2_dlc13_lord_abilities_arrows_of_aqshy	The more, the deadlier, the merrier.	true
unit_abilities_tooltip_text_wh2_dlc17_rune_abilities_master_rune_of_slowness	The Rune of Slowness hardens the air around those seeking to engage with honest Dwarfen axes. 	true
unit_abilities_tooltip_text_wh2_dlc13_army_abilities_beasts_of_itzl_upgraded	The great god Itzl is the three-horned ruler of all coldbloods; only those blessed in His sight may achieve mastery over his mighty, horned servants.	true
unit_abilities_tooltip_text_wh2_dlc10_quest_passive_mother_of_flame	Although injured, the mighty Phoenix may still assist its allies, gifting them with the abilities to attack with fire, withstand flames and heal themselves.	true
unit_abilities_tooltip_text_wh_dlc01_weapon_abilities_starcrusher	The gigantic warhammer known as Starcrusher was forged in the raging heart of a volcano. Kholek wields this enormous weapon with staggering brutality and skill despite its size.   	true
unit_abilities_onscreen_name_wh2_dlc14_lord_abilities_tzarkan	Tz'arkan	true
unit_abilities_onscreen_name_wh_main_item_abilities_skull_of_katam	Skull of Katam	true
unit_abilities_onscreen_name_wh2_dlc11_hero_passive_dead_eyes	Dead Eyes	true
unit_abilities_onscreen_name_wh_dlc05_weapon_abilities_the_bow_of_loren	The Bow of Loren	true
unit_abilities_tooltip_text_wh_dlc03_hero_passive_strength_of_the_land_iii	The herd waits, allowing the enemy to come to them. Nature is their defence, as man will soon find out.	true
unit_abilities_tooltip_text_wh2_main_spell_ruin_howling_warpgale_upgraded	The caster gestures twitchingly to the skies and fierce gales swirl about, making flight impossible.	true
unit_abilities_tooltip_text_wh2_dlc12_unit_passive_blade_swirl	Enemy blades and missiles are easily deflected by the whirling metal, which acts like a defensive barrier when activated.	true
unit_abilities_onscreen_name_wh2_dlc16_hero_abilities_shock_collar	Shock Collar	true
unit_abilities_tooltip_text_wh_main_spell_heavens_chain_lightning	Lightning arcs across the battlefield, leaping from foe-to-foe with crackling fury until there are none left within the storm.	true
unit_abilities_onscreen_name_wh2_main_banner_passive_storm_banner	Storm Banner	true
unit_abilities_tooltip_text_wh2_main_weapon_passive_chillblade	From the scattered shards of Har Kaldra was the Chillblade forged. Its touch can freeze body and the soul within.	true
unit_abilities_onscreen_name_wh2_main_unit_passive_martial_prowess	Martial Prowess	true
unit_abilities_onscreen_name_wh_main_spell_vampires_gaze_of_nagash_upgraded	Gaze of Nagash Upgraded	true
unit_abilities_tooltip_text_wh_main_lord_passive_the_blessing_of_the_lady	The Lady's blessing is a wondrous gift freely graced upon all Bretonnian subjects, should they but kneel and utter their devotion.	true
unit_abilities_onscreen_name_wh_dlc07_hero_abilities_dolorous_blade	Dolorous Blade	true
unit_abilities_tooltip_text_wh2_dlc09_spell_death_spirit_leech_bound	The Wizard extends an ebon hand towards the chosen foe, leeching its spirit through tainted sorcery.	true
unit_abilities_tooltip_text_wh2_dlc09_item_passive_vambraces_of_the_sun	Infused with the sun's dazzling intensity, the power harnessed within gleams brilliantly, blinding the wearer's opponents.	true
unit_abilities_onscreen_name_wh_dlc01_item_passive_helm_of_many_eyes	Helm of Many Eyes	true
unit_abilities_onscreen_name_wh2_dlc11_army_abilities_zhufbar_42_pounders	Zhufbar 42-Pounders	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_unbinding_forest_dragon	Unbinding	true
unit_abilities_tooltip_text_wh_dlc04_weapon_passive_blood_drinker	This accursed blade drinks deep of its victim's blood, restoring vigour and strength to the one who brandishes it.	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_bloodgreed_upgraded	Gorefeast	true
unit_abilities_onscreen_name_wh2_main_unit_abilities_concealment_bombs	Concealment Bombs	true
unit_abilities_tooltip_text_wh2_dlc17_army_abilities_cacophonous_assault	Beastmen raids are accompanied by wild, inhuman sounds that leave defenders staggered and vulnerable.	true
unit_abilities_onscreen_name_wh2_dlc17_hero_abilities_cinderblast_shell	Cinderblast Shell	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_fiery_rebirth	Upon death, the potent arcane energies of the Phoenix erupt into a magnificent pyre.	true
unit_abilities_onscreen_name_wh2_main_lore_passive_spiteful_conjuration	Spiteful Conjuration	true
unit_abilities_onscreen_name_wh2_dlc16_hero_passive_blood_shield	Blood Shield	true
unit_abilities_onscreen_name_wh_main_spell_metal_glittering_robe	Glittering Robe	true
unit_abilities_tooltip_text_wh2_dlc11_character_abilities_ghosts_of_the_past_1	"Pale warriors, death-pale were they all; They cried—‘La Belle Dame sans Merci thee hath in thrall!"	true
unit_abilities_tooltip_text_wh_main_item_passive_featherfoe_torc	The feathers of many beasts dangle from this torc, its enchantments allowing the wearer to strike at flying creatures with savage fury.	true
unit_abilities_onscreen_name_wh_main_spell_metal_searing_doom_upgraded	Searing Doom Upgraded	true
unit_abilities_onscreen_name_wh_main_unit_abilities_spinning_loons	Spinning Loons	true
unit_abilities_onscreen_name_wh_main_lord_passive_beloved_son_of_bretonnia	Beloved Son of Bretonnia	true
unit_abilities_onscreen_name_wh2_dlc16_lord_passive_ceithin_hars_tenacity	Ceithin-Har's Tenacity	true
unit_abilities_onscreen_name_wh_main_character_abilities_stand_or_die	Stand or Die!	true
unit_abilities_tooltip_text_wh_main_character_passive_master_of_the_dead	Necromancers can not only marshal the dead, but leech the power from any souls fleeing their mortal remains.	true
unit_abilities_tooltip_text_wh2_dlc10_quest_abilities_insane_head	Those fixed by the Hydra’s commanding gaze find themselves caught in a nightmare of lunacy and delirium.	true
unit_abilities_onscreen_name_wh_main_spell_death_soulblight_upgraded	Soulblight Upgraded	true
unit_abilities_onscreen_name_wh2_dlc13_lord_abilities_oil_flask	Oil Flask	true
unit_abilities_onscreen_name_wh2_dlc13_lord_passive_endurance_aura	Aura of Endurance	true
unit_abilities_onscreen_name_wh2_dlc14_unit_passive_aura_of_ardour	Aura of Ardour	true
unit_abilities_onscreen_name_wh_dlc04_spell_death_soulblight_strigoi	Soulblight	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_mimic_extra_powder	Mirror (Extra Powder)	true
unit_abilities_tooltip_text_wh2_dlc10_item_passive_starmetal_plate	Using a rarefied ore of Gromril, and the finest forging techniques, crafting such mail will make the wearer all but impervious.	true
unit_abilities_onscreen_name_wh2_dlc13_character_ability_shatter	Shatter	true
unit_abilities_tooltip_text_wh2_dlc17_army_abilities_zhufbar_42_pounders_engineer	"Bring the Barag forwards! Hand me that spyglass!"	true
unit_abilities_tooltip_text_wh2_dlc16_weapon_abilities_creature_killer	Throt’s modified things-catcher makes him an expert throttler, but allows him to excel at throttling things much larger than man-sized!	true
unit_abilities_tooltip_text_wh2_dlc13_character_ability_ishas_rain	Several arrows rain down swiftly from the sky, striking anything caught within their area of effect.	true
unit_abilities_onscreen_name_wh_dlc04_spell_vampires_raise_dead_helman	Awaken from the Grave	true
unit_abilities_tooltip_text_wh2_main_spell_bound_embers_of_the_phoenix	The Wizard ensorcels allied weapons, making them burn with a savage fire. Friendly targets are augmented with superior flaming blades.	true
