key	superseded_abilities_set	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	is_hidden_in_ui_for_enemy
wh2_dlc15_army_abilities_doom_diver_strike		false	wh2_dlc15_army_abilities_doom_diver_strike		wh_type_bombardment		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_doom_diver_strike_enhanced		false	wh2_dlc15_army_abilities_doom_diver_strike		wh_type_bombardment		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_envelop_in_mist		false	wh2_dlc15_army_abilities_envelop_in_mist		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_flood_trap		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_wind		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_grimgors_big_waaagh	wh2_dlc15_army_abilities_replace_big_waaagh	true	wh2_dlc15_army_abilities_grimgors_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_grimgors_waaagh	wh2_dlc15_army_abilities_replace_waaagh	true	wh2_dlc15_army_abilities_grimgors_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_groms_big_waaagh	wh2_dlc15_army_abilities_replace_big_waaagh	true	wh2_dlc15_army_abilities_groms_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_groms_waaagh	wh2_dlc15_army_abilities_replace_waaagh	true	wh2_dlc15_army_abilities_groms_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_invocation_of_ending		false	wh2_dlc15_army_abilities_invocation_of_ending		wh_type_explosion		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_lightning_trap_1		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_lightning_trap_2		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_oath_of_replenishment		false	wh2_dlc15_army_abilities_oath_of_replenishment		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_oath_of_replenishment_upgraded		false	wh2_dlc15_army_abilities_oath_of_replenishment		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_skarsniks_big_waaagh	wh2_dlc15_army_abilities_replace_big_waaagh	true	wh2_dlc15_army_abilities_skarsniks_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_skarsniks_waaagh	wh2_dlc15_army_abilities_replace_waaagh	true	wh2_dlc15_army_abilities_skarsniks_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_summon_the_sentinels		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army	false
wh2_dlc15_army_abilities_unleash_the_winds		false	wh2_dlc15_army_abilities_unleash_the_winds		wh_type_area_of_augments_of_the_winds		wh_main_anc_group_common	false	false	army	false
wh2_dlc15_army_abilities_waaagh		false	wh_main_character_abilities_waaagh		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	army	false
wh2_dlc15_army_abilities_wind_trap_1a		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wind_trap_1b		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wind_trap_2a		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wind_trap_2b		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wind_trap_3a		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wind_trap_3b		false	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	false	true	army	false
wh2_dlc15_army_abilities_wurrzags_big_waaagh	wh2_dlc15_army_abilities_replace_big_waaagh	true	wh2_dlc15_army_abilities_wurrzags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_army_abilities_wurrzags_waaagh	wh2_dlc15_army_abilities_replace_waaagh	true	wh2_dlc15_army_abilities_wurrzags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army	false
wh2_dlc15_banner_passive_da_immortulz		false	wh2_dlc15_banner_passive_da_immortulz		wh_type_augment		wh_main_anc_group_unique	true	false	banner	false
wh2_dlc15_character_abilities_burp_of_grom_0		false	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc15_character_abilities_burp_of_grom_1		false	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_character_abilities_burp_of_grom_2		false	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_unique	true	false	character	false
wh2_dlc15_character_abilities_fishy_breathe		false	wh2_dlc15_character_abilities_fishy_breathe		wh_type_wind		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_character_abilities_goggly_glare		false	wh2_dlc15_character_abilities_goggly_glare		wh_type_magic_missiles		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_character_abilities_sausage_busta		false	wh2_dlc15_character_abilities_sausage_busta		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_character_abilities_slimy_smoothie		false	wh2_dlc15_character_abilities_slimy_smoothie		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_character_abilities_they_needs_stabbin		true	wh2_dlc15_character_abilities_they_needs_stabbin		wh_type_hex		wh_main_anc_group_common	true	false	character	false
wh2_dlc15_character_abilities_wardens_cage		false	wh2_dlc15_army_abilities_wardens_cage		wh_type_direct_damage		wh_main_anc_group_rare	true	false	character	false
wh2_dlc15_hero_abilities_mither		true	wh2_dlc15_hero_abilities_mither		wh_type_hex		wh_main_anc_group_common	true	false	hero	false
wh2_dlc15_hero_abilities_swamp_breath		false	wh2_dlc15_hero_abilities_swamp_breath		wh_type_magic_missile		wh_main_anc_group_common	true	false	hero	false
wh2_dlc15_hero_passive_ballistics_instructor		true	wh_main_unit_abilities_outrider_grenade		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc15_item_abilities_armour_of_caledor		true	wh2_dlc15_item_abilities_armour_of_caledor		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_azhags_ard_armour		false	wh2_dlc15_item_abilities_azhags_ard_armour		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_blacktoofs_conjuration		false	wh2_dlc15_item_abilities_blacktoofs_conjuration		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_blood_forged_armour		false	wh2_dlc15_item_abilities_blood_forged_armour		wh_type_explosion		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_helm_of_yvresse		false	wh2_dlc15_item_abilities_helm_of_yvresse		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_lucky_banner		true	wh2_dlc15_item_abilities_lucky_banner		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_item_abilities_vine_dragon_scale		true	wh2_dlc15_item_abilities_vine_dragon_scale		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_lord_abilities_da_boss_loons		true	wh2_dlc15_lord_abilities_da_boss_loons		wh_type_vortex		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_abilities_da_great_un_iz_ere		true	wh2_dlc15_lord_abilities_da_great_un_iz_ere		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc15_lord_abilities_dont_even_try_it		true	wh2_dlc15_lord_abilities_dont_even_try_it		wh_type_direct_damage		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_abilities_dragonhorn		true	wh2_dlc15_lord_abilities_dragonhorn		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	lord	false
wh2_dlc15_lord_abilities_fermented_fungi		true	wh2_dlc15_lord_abilities_fermented_fungi		wh_type_hex		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_abilities_lord_of_dragons		true	wh2_dlc15_lord_abilities_lord_of_dragons		wh_type_hex		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_abilities_smash_em_faster		true	wh2_dlc15_lord_abilities_smash_em_faster		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_abilities_youre_next		true	wh2_dlc15_lord_abilities_youre_next		wh_type_hex		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_passive_best_of_da_best		true	wh2_dlc15_lord_passive_best_of_da_best		wh_type_ward_save		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_passive_language_of_da_boyz		true	wh2_dlc15_lord_passive_language_of_da_boyz		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	lord	false
wh2_dlc15_lord_passive_mistwalkers_barrage		true	wh2_dlc15_lord_passive_mistwalkers_barrage		wh_type_bombardment		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc15_lord_passive_wardens_stand		true	wh2_dlc15_lord_abilities_wardens_stand		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc15_quest_passive_blood_frenzy		true	wh2_dlc10_lord_passive_blood_frenzy		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_spell_beasts_transformation_of_kadon		true	wh_dlc03_spell_beasts_transformation_of_kadon		wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_transformation_of_kadon	wh_main_anc_group_rare	true	false	spell	false
wh2_dlc15_spell_bound_chain_lightning		true	wh_main_spell_heavens_chain_lightning		wh_type_vortex		wh_main_anc_group_rare	true	false	spell	false
wh2_dlc15_spell_bound_gaze_of_nagash		true	wh_main_spell_vampires_gaze_of_nagash		wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	true	false	bound	false
wh2_dlc15_spell_bound_wind_of_death		true	wh_main_spell_vampires_wind_of_death		wh_type_wind	spell_previews/vampire/wh_main_spell_vampires_wind_of_death	wh_main_anc_group_rare	true	false	bound	false
wh2_dlc15_unit_abilities_arachneruption		false	wh2_dlc15_unit_abilities_arachneruption		wh_type_bombardment		wh_main_anc_group_rare	false	false	unit	false
wh2_dlc15_unit_abilities_emberstorm		false	wh2_dlc15_unit_abilities_emberstorm		wh_type_vortex		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_abilities_exploding_unit		false	placeholder		wh_type_augment		wh_main_anc_group_common	false	true	unit	false
wh2_dlc15_unit_abilities_mighty_roar		false	wh2_dlc15_unit_abilities_mighty_roar		wh_type_augment		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_abilities_mimic_cold_blooded		true	wh2_main_character_abilities_cold_blooded		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_feint_and_riposte		true	wh2_main_lord_abilities_feint_and_reposte		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith		true	wh_main_spell_bound_hammer_of_sigmar		wh_type_augment		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_grom_waaagh		true	wh2_dlc15_army_abilities_groms_waaagh		wh_type_augment		wh_main_anc_group_unique	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_loecs_shroud		true	wh_pro04_unit_abilities_loecs_shroud		wh_type_hiding		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_murderous_prowess		true	wh2_dlc15_unit_abilities_mimic_murderous_prowess		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_ruinshelter		true	wh2_dlc15_unit_abilities_mimic_ruinshelter		wh_type_augment		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_abilities_mimic_waaagh		true	wh_main_character_abilities_waaagh		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_abilities_noxious_breath_imrik		false	wh2_main_unit_abilities_noxious_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_abilities_rock_bottom		false	wh2_dlc15_unit_abilities_rock_bottom		wh_type_augment		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik		false	wh2_main_unit_abilities_sun_dragons_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_abilities_unending_volley		false	wh2_dlc15_unit_passive_unending_volley		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_fiery_rebirth		false	wh2_dlc15_unit_passive_fiery_rebirth		wh_type_regeneration		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_ghostly_protection		false	wh2_dlc15_unit_passive_ghostly_protection		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_giant_explodin_spores		false	wh2_dlc15_unit_passive_giant_explodin_spores		wh_type_explosion		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_grim_discipline	wh2_dlc15_unit_passive_grim_discipline	false	wh2_dlc15_unit_passive_grim_discipline		wh_type_augment		wh_main_anc_group_rare	false	false	unit	false
wh2_dlc15_unit_passive_ignore_pain		false	wh2_dlc15_unit_passive_ignore_pain		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_immense_power		false	wh2_dlc15_unit_passive_immense_power		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_journeys_end		true	wh2_dlc11_army_abilities_battle_supply		wh_type_augment		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_passive_mimic_berserk		true	wh_dlc08_unit_passive_berserk		wh_type_augment		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_passive_mimic_bloodgreed		true	wh_dlc03_unit_passive_bloodgreed		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_mimic_ethereal		true	wh2_dlc15_unit_passive_mimic_ethereal		wh_type_augment		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_passive_mimic_extra_powder		false	wh2_dlc11_unit_passive_extra_powder		wh_type_augment		wh_main_anc_group_common	false	false	unit	false
wh2_dlc15_unit_passive_mimic_forest_walker		true	wh2_dlc15_unit_passive_mimic_forest_walker		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_mimic_liquid_fortification		true	wh_dlc06_unit_passive_bugmans_brew		wh_type_regeneration		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_mimic_primal_fury		true	wh_dlc03_unit_passive_primal_fury		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_mimic_realm_of_souls_1		true	wh2_dlc09_faction_passive_realm_of_souls_tier_1		wh_type_regeneration		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_mimic_realm_of_souls_2		true	wh2_dlc09_faction_passive_realm_of_souls_tier_2		wh_type_regeneration		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_mimic_realm_of_souls_3		true	wh2_dlc09_faction_passive_realm_of_souls_tier_3		wh_type_regeneration		wh_main_anc_group_rare	true	false	unit	false
wh2_dlc15_unit_passive_mimic_scurry_away		true	wh2_main_unit_passive_scurry_away		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_mimic_strength_in_numbers		true	wh2_main_unit_passive_strength_in_numbers		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_mimic_the_blessing_of_the_lady		false	wh_main_lord_passive_the_blessing_of_the_lady		wh_type_ward_save		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_monstrous_disease		false	wh2_dlc15_unit_passive_monstrous_disease		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_nightgoblin_poison		false	wh2_dlc15_unit_passive_nightgoblin_poison		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_omen_of_hope		false	wh2_dlc15_unit_passive_omen_of_hope		wh_type_augment		wh_main_anc_group_rare	false	false	unit	false
wh2_dlc15_unit_passive_overwhelming_odour		false	wh2_dlc15_unit_passive_overwhelming_odour		wh_type_area_of_hexes		wh_main_anc_group_common	false	false	unit	false
wh2_dlc15_unit_passive_padded_shield		false	wh2_dlc15_unit_passive_padded_shield		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_pump_harder_ladz		false	wh2_dlc15_unit_passive_pump_harder_ladz		wh_type_augment		wh_main_anc_group_common	false	false	unit	false
wh2_dlc15_unit_passive_regeneration_map		false	wh_main_unit_passive_regeneration		wh_type_regeneration		wh_main_anc_group_common	false	false	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_1		wh_type_bombardment		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1_bombardment		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_1		wh_type_bombardment		wh_main_anc_group_uncommon	false	true	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_2		wh_type_bombardment		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2_bombardment		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_2		wh_type_bombardment		wh_main_anc_group_uncommon	false	true	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_3		wh_type_bombardment		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3_bombardment		false	wh2_dlc15_unit_passive_rubble_and_ruin_tier_3		wh_type_bombardment		wh_main_anc_group_uncommon	false	true	unit	false
wh2_dlc15_unit_passive_sorcery_weapon		false	wh2_dlc15_unit_passive_sorcery_weapon		wh_type_augment		wh_main_anc_group_common	true	false	unit	false
wh2_dlc15_unit_passive_spiky_skin		false	wh2_dlc15_unit_passive_spiky_skin		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit	false
wh2_dlc15_unit_passive_spirit_of_gork_or_mork		false	wh2_dlc15_unit_passive_spirit_of_gork_or_mork		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	unit	false
wh2_dlc15_unit_passive_thermal_thorax		false	wh2_dlc15_unit_passive_thermal_thorax		wh_type_area_of_direct_damage		wh_main_anc_group_rare	false	false	unit	false
wh2_dlc15_weapon_abilities_axe_of_grom		true	wh2_dlc15_weapon_abilities_axe_of_grom		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_weapon_abilities_fangsword_of_eltharion		false	wh2_dlc15_weapon_abilities_fangsword_of_eltharion		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_weapon_abilities_star_lance		true	wh2_dlc15_weapon_abilities_star_lance		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc15_weapon_passive_slaggas_slashas		false	wh2_dlc15_weapon_passive_slaggas_slashas		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	weapon	false
wh2_dlc16_army_abilities_call_to_ceithin_har		false	wh2_dlc16_lord_abilities_call_to_ceithin_har		wh_type_augment		wh_main_anc_group_unique	true	false	army	false
wh2_dlc16_army_abilities_siege_attacker_hidden		true	placeholder		wh_type_augment		wh_main_anc_group_rare	true	true	army	false
wh2_dlc16_army_abilities_transformation_of_kadon		true	wh_dlc03_spell_beasts_transformation_of_kadon		wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_transformation_of_kadon	wh_main_anc_group_rare	true	false	spell	false
wh2_dlc16_character_abilities_befuddlement_of_mischiefs		false	wh2_dlc16_character_abilities_befuddlement_of_mischiefs		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_abilities_blight_of_terrors		false	wh2_dlc16_character_abilities_blight_of_terrors		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_abilities_muster_of_malevolents		false	wh2_dlc16_character_abilities_muster_of_malevolents		wh_type_direct_damage		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_abilities_pageant_of_shrikes		false	wh2_dlc16_character_abilities_pageant_of_shrikes		wh_type_hex		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_passive_annoyance_of_netlings		false	wh2_dlc16_character_passive_annoyance_of_netlings		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_passive_cluster_of_radiants		false	wh2_dlc16_character_passive_cluster_of_radiants		wh_type_augment_of_the_winds		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_passive_murder_of_spites		false	wh2_dlc16_character_passive_murder_of_spites		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_character_passive_resplendence_of_luminescents		false	wh2_dlc16_character_passive_respelndance_of_luminescents		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	character	false
wh2_dlc16_hero_abilities_evisceration		true	wh2_dlc16_hero_abilities_evisceration		wh_type_vortex		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc16_hero_abilities_shock_collar		true	wh2_dlc16_hero_abilities_shock_collar		wh_type_area_of_augments		wh_main_anc_group_common	true	false	hero	false
wh2_dlc16_hero_abilities_tide_of_death		true	wh2_dlc16_hero_abilities_tide_of_death		wh_type_augment		wh_main_anc_group_rare	true	false	hero	false
wh2_dlc16_hero_abilities_tide_of_pox		true	wh2_dlc16_hero_abilities_tide_of_pox		wh_type_augment		wh_main_anc_group_rare	true	false	hero	false
wh2_dlc16_hero_abilities_warp_frenzy		true	wh2_dlc16_hero_abilities_warp_frenzy		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc16_hero_passive_blood_shield		true	wh2_dlc16_hero_passive_blood_shield		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc16_hero_passive_dance_of_loec		true	wh2_dlc16_hero_passive_dance_of_loec		wh_type_area_of_augments		wh_main_anc_group_common	true	false	hero	false
wh2_dlc16_hero_passive_fickle_guardian		true	wh2_dlc16_hero_passive_fickle_guardian		wh_type_augment		wh_main_anc_group_common	false	false	hero	false
wh2_dlc16_hero_passive_loyal_guardian	wh2_dlc16_hero_passive_loyal_guardian	true	wh2_dlc16_hero_passive_loyal_guardian		wh_type_area_of_augments		wh_main_anc_group_common	false	false	hero	false
wh2_dlc16_hero_passive_possessed_by_the_trickster_god		false	wh2_dlc16_hero_passive_possessed_by_the_trickster_god		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc16_hero_passive_power_grab		true	wh2_dlc16_hero_passive_power_grab		wh_type_augment		wh_main_anc_group_common	true	false	hero	false
wh2_dlc16_hero_passive_running_with_the_pack		true	wh2_dlc16_hero_passive_running_with_the_pack		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero	false
wh2_dlc16_item_abilities_acorns_of_the_oak_of_ages		false	wh2_dlc16_item_abilities_acorns_of_the_oak_of_ages		wh_type_explosion		wh_main_anc_group_unique	true	false	item	false
wh2_dlc16_item_abilities_berry_wine		false	wh2_dlc16_item_abilities_berry_wine		wh_type_augment		wh_main_anc_group_unique	true	false	item	false
wh2_dlc16_item_abilities_dart_of_doom		false	wh2_dlc16_item_abilities_dart_of_doom		wh_type_magic_missile		wh_main_anc_group_unique	true	false	item	false
wh2_dlc16_item_abilities_dreaming_cloak_i		false	wh2_dlc16_item_abilities_dreaming_cloak		wh_type_augment		wh_main_anc_group_uncommon	false	false	item	false
wh2_dlc16_item_abilities_dreaming_cloak_ii		false	wh2_dlc16_item_abilities_dreaming_cloak		wh_type_augment		wh_main_anc_group_rare	false	false	item	false
wh2_dlc16_item_abilities_dreaming_cloak_iii		false	wh2_dlc16_item_abilities_dreaming_cloak		wh_type_augment		wh_main_anc_group_unique	false	false	item	false
wh2_dlc16_item_abilities_dreaming_ring_i		false	wh2_dlc16_item_abilities_dreaming_ring_i		wh_type_regeneration		wh_main_anc_group_common	false	false	item	false
wh2_dlc16_item_abilities_dreaming_ring_ii		false	wh2_dlc16_item_abilities_dreaming_ring_ii		wh_type_regeneration		wh_main_anc_group_uncommon	false	false	item	false
wh2_dlc16_item_abilities_dreaming_ring_iii		false	wh2_dlc16_item_abilities_dreaming_ring_iii		wh_type_regeneration		wh_main_anc_group_unique	false	false	item	false
wh2_dlc16_item_abilities_eagle_quiver		false	wh2_dlc16_item_abilities_eagle_quiver		wh_type_magic_missile		wh_main_anc_group_unique	true	false	item	false
wh2_dlc16_item_abilities_twilight_horn_i		false	wh2_dlc16_item_abilities_twilight_horn_i		wh_type_augment		wh_main_anc_group_common	false	false	item	false
wh2_dlc16_item_abilities_twilight_horn_ii		false	wh2_dlc16_item_abilities_twilight_horn_ii		wh_type_augment		wh_main_anc_group_uncommon	false	false	item	false
wh2_dlc16_item_passive_dragon_mask_i		false	wh2_dlc16_item_passive_dragon_mask_i		wh_type_area_of_hexes		wh_main_anc_group_common	false	false	item	false
wh2_dlc16_item_passive_dragon_mask_ii		false	wh2_dlc16_item_passive_dragon_mask_ii		wh_type_area_of_hexes		wh_main_anc_group_uncommon	false	false	item	false
wh2_dlc16_item_passive_dragon_mask_iii		false	wh2_dlc16_item_passive_dragon_mask_iii		wh_type_area_of_hexes		wh_main_anc_group_unique	false	false	item	false
wh2_dlc16_item_passive_fang_of_taalroth		false	wh2_dlc16_item_passive_fang_of_taalroth		wh_type_hex_of_the_winds		wh_main_anc_group_unique	true	false	item	false
wh2_dlc16_item_passive_twilight_helm		false	wh2_dlc16_item_passive_twilight_helm		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	item	false
wh2_dlc16_lord_abilities_beast_pack		true	wh2_dlc16_lord_abilities_beast_pack		wh_type_augment		wh_main_anc_group_unique	true	false	lord	false
wh2_dlc16_lord_abilities_call_to_ceithin_har		false	wh2_dlc16_lord_abilities_call_to_ceithin_har		wh_type_augment		wh_main_anc_group_unique	true	false	lord	false
wh2_dlc16_lord_abilities_call_to_gwindalor		false	wh2_dlc16_lord_abilities_call_to_gwindalor		wh_type_augment		wh_main_anc_group_unique	true	false	lord	false
